rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
120;fridge;door;condition;equal;rule;CLOSE;fridge-door;student2019-1;regola 1;If the refrigerator door is not closed within 05 minutes, you will receive a notification indicating to close it.;If the refrigerator door is not closed within 05 minutes;;EnergySaving;Generic;Generic
120;reminders;reminders;action;OPERATOR;none;The refrigerator door is open.;reminders-reminders;student2019-1;regola 1;If the refrigerator door is not closed within 05 minutes, you will receive a notification indicating to close it.;"you will receive the notification ""The refrigerator door is open"" indicating to close it";;EnergySaving;Generic;Generic
121;datetime;localtime;event;equal;and;07:30;datetime-localtime;student2019-1;regola 2;At 07:30 in the morning, if the outside temperature is below 14 ° C, a notification arrives reminding the user to take a scarf and gloves before leaving the house.;At 07:30 in the morning;;Organizing, Wellbeing;Generic;ColdSeason
121;currentweather;outdoortemperature;condition;lessthen;rule;14;currentweather-outdoortemperature;student2019-1;regola 2;At 07:30 in the morning, if the outside temperature is below 14 ° C, a notification arrives reminding the user to take a scarf and gloves before leaving the house.; if the outside temperature is below 14  degrees;;Organizing, Wellbeing;Generic;ColdSeason
121;reminders;reminders;action;OPERATOR;none;Remember to take your scarf and gloves!;reminders-reminders;student2019-1;regola 2;At 07:30 in the morning, if the outside temperature is below 14 ° C, a notification arrives reminding the user to take a scarf and gloves before leaving the house.;"the notification ""Remember to take your scarf and gloves!"" arrives reminding the user to take a scarf and gloves before leaving the house.";;Organizing, Wellbeing;Generic;ColdSeason
122;bedroom;motion;condition;equal;rule;FALSE;bedroom-motion;student2019-1;regola 3;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning;;Organizing;Student;Morning
122;alarms;alarms;action;OPERATOR;sequential;Wake up, you'll be late.;alarms-alarms;student2019-1;regola 3;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;"an alarm sounds 3 times notifying: ""Wake up  you'll be late"" and";;Organizing;Student;Morning
122;bedroom;activate;action;OPERATOR;none;ON;bedroom-activate;student2019-1;regola 3;If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning, an alarm sounds 3 times notifying: Wake up, you'll be late and the lights in the room will turn on.;the lights in the room will turn on.;;Organizing;Student;Morning
123;timeinsidearoom;timeinsidebedroom;condition;morethen;and;20;timeinsidearoom-timeinsidebedroom;student2019-1;regola 4;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;If the time spent in the bedroom is more than 20 minutes and;;EnergySaving;Generic;Generic
123;bedroomlight;state;condition;equal;rule;ON;bedroomlight-state;student2019-1;regola 4;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;the lights are on;;EnergySaving;Generic;Generic
123;alarms;alarms;action;OPERATOR;sequential;Energy saving mode activated.;alarms-alarms;student2019-1;regola 4;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;the action signaled by an alarm with notification: Energy saving mode active and;;EnergySaving;Generic;Generic
123;bedroom;relax;action;OPERATOR;none;VALUE;bedroom-relax;student2019-1;regola 4;If the time spent in the bedroom is more than 20 minutes and the lights are on, the intensity of the lighting in the room will be lowered and the action signaled by an alarm with notification: Energy saving mode active.;the intensity of the lighting in the room will be lowered.;;EnergySaving;Generic;Generic
124;personaldata;age;condition;morethen;and;70;personaldata-age;student2019-1;regola 5;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";If the user is over 70 years old;;Safety;Caregiver;ElderlyAlone, Night
124;bedroomportablelight;state;event;equal;rule;ON;bedroomportablelight-state;student2019-1;regola 5;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";when the bedside light is turned on;;Safety;Caregiver;ElderlyAlone, Night
124;corridor;light strip corridor;action;OPERATOR;parallel;ON;corridor-light strip corridor;student2019-1;regola 5;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house;;Safety;Caregiver;ElderlyAlone, Night
124;reminders;reminders;action;OPERATOR;none;The bedside light is on;reminders-reminders;student2019-1;regola 5;"If the user is over 70 years old, when the bedside light is turned on, a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house; a notification sms will also be sent to a relative designated by the user which will contain the text: The bedside table light is on.";"a notification sms ""The bedside light is on"" will also be sent to a relative designated by";;Safety;Caregiver;ElderlyAlone, Night
125;bedroomportablelight;brightness;event;morethen;rule;100;bedroomportablelight-brightness;student2019-2;regola 1;When the brightness of the portable light of the bedroom  becomes greater than 100, send a reminder by mail to adjust lights;When the brightness of the portable light of the bedroom  becomes greater than 100;;Wellbeing;Generic;Generic
125;reminders;reminders;action;OPERATOR;none;Lower the brightness;reminders-reminders;student2019-2;regola 1;When the brightness of the portable light of the room bed becomes greater than 100, send a reminder by mail to adjust lights;"send a reminder ""Lower the brightness"" by mail to adjust lights";;Wellbeing;Generic;Generic
126;entrance;doorsensor;event;equal;or;OPEN;entrance-doorsensor;student2019-2;regola 2;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;When the entrance door sensor indicates that it is open or;;Safety;Generic;Generic
126;livingroom;windowsensor;event;equal;rule;OPEN;livingroom-windowsensor;student2019-2;regola 2;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;the living room window sensor indicates that is open;;Safety;Generic;Generic
126;reminders;reminders;action;OPERATOR;none;Close doors and / or windows;reminders-reminders;student2019-2;regola 2;When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open, send three sms.;"send three sms ""Close doors and / or windows"".";;Safety;Generic;Generic
127;physiological;steps;condition;morethen;rule;500;physiological-steps;student2019-2;regola 3;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;If between 07:19 and 21:19 the test user has not taken more than 500 steps;;Health, Wellbeing;Generic;Generic
127;all;biorhythmlight;action;OPERATOR;parallel;VALUE;all-biorhythmlight;student2019-2;regola 3;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;the biorhythmic light turns on and;;Health, Wellbeing;Generic;Generic
127;alarms;alarms;action;OPERATOR;none;Increase physical activity;alarms-alarms;student2019-2;regola 3;If between 07:19 and 21:19 the test user has not taken more than 500 steps, the biorhythmic light turns on and sends an alarm via notification.;"sends an alarm ""Increase physical activity"" via notification";;Health, Wellbeing;Generic;Generic
128;kitchen;smokesensor;event;equal;and;TRUE;kitchen-smokesensor;student2019-2;regola 4;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;When the smoke sensor in the kitchen is activated and;;Safety;Generic;Generic
128;kitchenlight;brightness;event;lessthen;rule;30;kitchenlight-brightness;student2019-2;regola 4;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.; the brightness in the kitchen becomes less than 30%;;Safety;Generic;Generic
128;kitchen;hue color light kitchen;action;OPERATOR;parallel;RED;kitchen-hue color light kitchen;student2019-2;regola 4;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;turn on the red light in the kitchen and;;Safety;Generic;Generic
128;alarms;alarms;action;OPERATOR;none;some smoke comes from the kitchen;alarms-alarms;student2019-2;regola 4;When the smoke sensor in the kitchen is activated and the brightness in the kitchen becomes less than 30%, turn on the red light in the kitchen and send the alarm via notification.;"send the alarm ""some smoke comes from the kitchen"" via notification.";;Safety;Generic;Generic
129;fridge;door;condition;equal;and;OPEN;fridge-door;student2019-2;regola 5;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;If the refrigerator door is open and;;EnergySaving;Generic;ElderlyAlone
129;personaldata;age;condition;morethen;rule;75;personaldata-age;student2019-2;regola 5;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;the test user is over 75;;EnergySaving;Generic;ElderlyAlone
129;kitchen;alllight;action;OPERATOR;parallel;ON;kitchen-alllight;student2019-2;regola 5;If the refrigerator door is open and the test user is over 75,  turns on all the kitchen lights and sends a reminder via notification.;turns on all the kitchen lights and;;EnergySaving;Generic;ElderlyAlone
129;reminders;reminders;action;OPERATOR;none;Close the fridge door;reminders-reminders;student2019-2;regola 5;If the refrigerator door is open and the test user is over 75, he turns on all the kitchen lights and sends a reminder via notification.;"sends a reminder ""Close the fridge door"" via notification";;EnergySaving;Generic;ElderlyAlone
130;livingroomlight;state;condition;equal;and;OFF;livingroomlight-state;student2019-3;accendi le luci della sala alle 7;"If the lights are off and it's 7am, send the text message ""Lights on"" to me and turn them on.";If the lights are off and;;Organizing, Wellbeing;Student;Morning
130;datetime;localtime;event;equal;rule;07:00;datetime-localtime;student2019-3;accendi le luci della sala alle 7;"If the lights are off and it's 7am, send the text message ""Lights on"" to me and turn them on.";it's 7am;;Organizing, Wellbeing;Student;Morning
130;alarms;alarms;action;OPERATOR;sequential;"""Accese le luci""";alarms-alarms;student2019-3;accendi le luci della sala alle 7;"If the lights are off and it's 7am, send the text message ""Lights on"" to me and turn them on.";"send the text message ""Lights on"" to me and ";;Organizing, Wellbeing;Student;Morning
130;livingroom;alllight;action;OPERATOR;none;ON;livingroom-alllight;student2019-3;accendi le luci della sala alle 7;"If the lights are off and it's 7am, send the text message ""Lights on"" to me and turn them on.";turn them on.;;Organizing, Wellbeing;Student;Morning
131;fridge;door;condition;equal;rule;OPEN;fridge-door;student2019-3;porta del frigo aperta;If the refrigerator door is left open, send a voice message.;If the refrigerator door is left open;;EnergySaving;Generic;Generic
131;reminders;reminders;action;OPERATOR;none;"""Porta del frigo aperta""";reminders-reminders;student2019-3;porta del frigo aperta;If the refrigerator door is left open, send a voice message.;" send the voice ""Fridge door left open"" message";;EnergySaving;Generic;Generic
132;bedroomportablelight;state;condition;equal;and;ON;bedroomportablelight-state;student2019-3;luci della camera accese;"If the room light is on and the user is not inside, turn it off and notify him via the SMS ""Lights were on!"".";If the bedroom light is on and;;EnergySaving;Generic;Generic
