id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
450;172;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the user leaves the kitchen and the refrigerator door is open, turn on the lights in the corridor and send a notification.;student2019-10;5
451;172;applianceState/Corridor/allLight;corridor;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;corridor-alllight;If the user leaves the kitchen and the refrigerator door is open, turn on the lights in the corridor and send a notification.;student2019-10;5
452;172;Reminders;reminders;reminders;action;OPERATOR;none;The refrigerator remained open;reminders-reminders;If the user leaves the kitchen and the refrigerator door is open, turn on the lights in the corridor and send a notification.;student2019-10;5
453;173;environment/@smokeSensor;kitchen;smokesensor;event;equal;and;TRUE;kitchen-smokesensor;If the kitchen smoke sensor is activated and the kitchen light goes from being on to being turned off, it sends an alarm indicating the presence of smoke in the kitchen and you turn on the lights in the kitchen.;student2019-10;4
454;173;technology/light/@state;kitchenlight;state;event;equal;rule;ON;kitchenlight-state;If the kitchen smoke sensor is activated and the kitchen light goes from being on to being turned off, it sends an alarm indicating the presence of smoke in the kitchen and you turn on the lights in the kitchen.;student2019-10;4
455;173;Alarms;alarms;alarms;action;OPERATOR;parallel;Smoke in the kitchen;alarms-alarms;If the kitchen smoke sensor is activated and the kitchen light goes from being on to being turned off, it sends an alarm indicating the presence of smoke in the kitchen and you turn on the lights in the kitchen.;student2019-10;4
456;173;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;kitchen-alllight;If the kitchen smoke sensor is activated and the kitchen light goes from being on to being turned off, it sends an alarm indicating the presence of smoke in the kitchen and you turn on the lights in the kitchen.;student2019-10;4
457;174;user/activity/@wakingup;activity;wakingup;event;equal;rule;TRUE;activity-wakingup;If the user has not woken up at a time between 6 and 10 in the morning, send a notification in which it is suggested to check the email, sends an email in which it is suggested to regularize your sleep.;student2019-10;3
458;174;Alarms;alarms;alarms;action;OPERATOR;parallel;You woke up at an unusual time. You may have to regain energy for tomorrow!;alarms-alarms;If the user has not woken up at a time between 6 and 10 in the morning, send a notification in which it is suggested to check the email, sends an email in which it is suggested to regularize your sleep.;student2019-10;3
459;174;Reminders;reminders;reminders;action;OPERATOR;none;News about your sleep, look at your mail ;reminders-reminders;If the user has not woken up at a time between 6 and 10 in the morning, send a notification in which it is suggested to check the email, sends an email in which it is suggested to regularize your sleep.;student2019-10;3
460;175;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the refrigerator door is open, send me a reminder via text message;student2019-11;1
461;175;Reminders;reminders;reminders;action;OPERATOR;none;The fridge door is open;reminders-reminders;If the refrigerator door is open, send me a reminder via text message;student2019-11;1
462;176;environment/@lightLevel;livingroom;lightlevel;condition;equal;rule;DAY_LIGHT;livingroom-lightlevel;If there is no light in the living room between 18:00 and 20:00, send an alarm via notification and activate the light in the living room;student2019-11;2
463;176;Alarms;alarms;alarms;action;OPERATOR;parallel;The living room light has just been turned on ;alarms-alarms;If there is no light in the living room between 18:00 and 20:00, send an alarm via notification and activate the light in the living room;student2019-11;2
464;176;applianceState/LivingRoom/allLight;livingroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;livingroom-alllight;If there is no light in the living room between 18:00 and 20:00, send an alarm via notification and activate the light in the living room;student2019-11;2
465;177;environment/@doorWindowSensor;entrance;doorsensor;condition;equal;and;OPEN;entrance-doorsensor;If the entrance door sensor detects that it is open and if the entrance light is off, send me an alarm by notification and turn on all the lights in the entrance;student2019-11;3
466;177;technology/light/@state;entrancelight;state;condition;equal;rule;OFF;entrancelight-state;If the entrance door sensor detects that it is open and if the entrance light is off, send me an alarm by notification and turn on all the lights in the entrance;student2019-11;3
467;177;Alarms;alarms;alarms;action;OPERATOR;parallel;The entrance light has just been turned on;alarms-alarms;If the entrance door sensor detects that it is open and if the entrance light is off, send me an alarm by notification and turn on all the lights in the entrance;student2019-11;3
468;177;applianceState/Entrance/allLight;entrance;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;entrance-alllight;If the entrance door sensor detects that it is open and if the entrance light is off, send me an alarm by notification and turn on all the lights in the entrance;student2019-11;3
469;178;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;inside;and;BEDROOM;relativeposition-typeofproximity;When the user enters the room, if the room light is off, turn on the light in the room and send me a voice reminder;student2019-11;4
470;178;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;When the user enters the room, if the room light is off, turn on the light in the room and send me a voice reminder;student2019-11;4
471;178;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;bedroom-alllight;When the user enters the room, if the room light is off, turn on the light in the room and send me a voice reminder;student2019-11;4
472;178;Reminders;reminders;reminders;action;OPERATOR;none;The bedroom light has been turned on;reminders-reminders;When the user enters the room, if the room light is off, turn on the light in the room and send me a voice reminder;student2019-11;4
473;179;environment/@temperatureLevel;livingroom;temperaturelevel;event;lessthen;and;10;livingroom-temperaturelevel;When the living room temperature is below 10 degrees and if the window sensor detects that it is open, please send me a reminder via notification;student2019-11;5
474;179;environment/@doorWindowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;When the living room temperature is below 10 degrees and if the window sensor detects that it is open, please send me a reminder via notification;student2019-11;5
475;179;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;bedroom-alllight;When the living room temperature is below 10 degrees and if the window sensor detects that it is open, please send me a reminder via notification;student2019-11;5
476;179;Reminders;reminders;reminders;action;OPERATOR;none;The living room window is open and the inside temperature is too low;reminders-reminders;When the living room temperature is below 10 degrees and if the window sensor detects that it is open, please send me a reminder via notification;student2019-11;5
477;180;environment/@lightLevel;bedroom;lightlevel;condition;equal;rule;DAY_LIGHT;bedroom-lightlevel;If the bedroom light is on, send a reminder via notification: Room light remained on;student2019-12;1
478;180;Reminders;reminders;reminders;action;OPERATOR;none;The light in the bedroom is on;reminders-reminders;If the bedroom light is on, send a reminder via notification: Room light remained on;student2019-12;1
479;181;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;FOG;currentweather-outdoorcondition;When there is dense fog outside the house and the sensor in the living room window indicates that it is open, it sends a reminder via text message: It is advisable to close the living room window due to intense fog;student2019-12;2
