id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
395;154;Alarms;alarms;alarms;action;OPERATOR;none;You didn't take the meds!;If the user has not taken the blood pressure medicine between 14.00 and 15.00, the system turns on the house lights intermittently and sends him three alarm notifications reminding him to take it;student2019-7;3;sends him three alarm notifications reminding him to take the meds;alarms-alarms;
396;155;environment/@gasSensor;kitchen;gassensor;condition;equal;and;TRUE;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1;If the gas sensor is active (condition) and;kitchen-gassensor;
397;155;technology/light/@state;kitchenlight;state;condition;equal;rule;OFF;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1;the motion sensor in the kitchen does not detect movement (condition);kitchenlight-state;
398;155;Alarms;alarms;alarms;action;OPERATOR;parallel;Has anyone forgotten to turn off the gas?;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1; it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And;alarms-alarms;
399;155;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;If the gas sensor is active (condition) and the motion sensor in the kitchen does not detect movement (condition), it sends the user three times a text message saying: Has anyone forgotten to turn off the gas? And also turn on the lights bedroom for 5 minutes, setting them to red.;student2019-8;1;And also turn on the lights bedroom for 5 minutes setting them to red;bedroom-hue color light bedroom;
400;156;environment/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;event;lessthen;and;6;When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2;When the outside temperature drops below 6 degrees (event) and;currentweather-outdoortemperature;
401;156;environment/@doorWindowSensor;corridor;doorwindowsensor;condition;equal;rule;CLOSE;When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2; the sensor located in the corridor detects the open window (condition);corridor-doorwindowsensor;
402;156;Reminders;reminders;reminders;action;OPERATOR;none;"""è freddo, è meglio tu chiuda la finestra del corridoio""";When the outside temperature drops below 6 degrees (event) and the sensor located in the corridor detects the open window (condition), it sends the user a reminder that suggests closing the corridor window.;student2019-8;2;it sends the user a reminder that suggests closing the corridor window.;reminders-reminders;
403;157;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;outside;and;BATHROOM;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3;If the user leaves the bathroom (event) and;relativeposition-typeofproximity;
404;157;technology/light/@state;bathroomlight;state;condition;equal;rule;ON;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3;the bathroom light is on (condition);bathroomlight-state;
405;157;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;parallel;update:lightColor;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3;activates the track of led lights in the corridor for one minute  setting them to light blue and;corridor-light strip corridor;
406;157;Reminders;reminders;reminders;action;OPERATOR;none;Remember to turn off the light when you leave the bathroom;If the user leaves the bathroom (event) and the bathroom light is on (condition), it only sends a single notification to the user once to remind him to turn off the light when he leaves the bathroom, also activates the track for one minute of led lights in the corridor, setting them to light blue.;student2019-8;3;also sends a single notification to the user to remind him to turn off the light when he leaves the bathroom;reminders-reminders;
407;158;technology/light/@brightness;kitchenlight;brightness;condition;lessthen;rule;1;If the intensity of the kitchen light bulb is less than 1 (condition), it sends a reminder to the user to remind him to replace the light bulb;student2019-8;4;If the intensity of the kitchen light bulb is less than 1 (condition);kitchenlight-brightness;
408;158;Reminders;reminders;reminders;action;OPERATOR;none;Change the kitchen lamp;If the intensity of the kitchen light bulb is less than 1 (condition), it sends a reminder to the user to remind him to replace the light bulb;student2019-8;4;it sends a reminder to the user to remind him to replace the light bulb;reminders-reminders;
409;159;user/physiological/@steps;physiological;steps;condition;morethen;rule;7000;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition);physiological-steps;
410;159;Alarms;alarms;alarms;action;OPERATOR;parallel;You did little exercise today. You should take a walk.;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5;"it sends the alarm ""You did little exercise today. You should take a walk."" once to remind the user that it is better to be physically active and";alarms-alarms;
411;159;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;If the application indicates that the number of steps taken today by the user is not greater than 7000 (condition), it activates an alarm only once that reminds the user how it is better to physically activate, taking a walk, also turn on the lights of the living room, setting them to a yellow hue.;student2019-8;5; also turn on the lights of the living room  setting them to a yellow hue.;livingroom-hue color light living room;
412;160;technology/light/@state;bathroomlight;state;condition;equal;and;ON;If the bathroom light is not turned off in the time interval from 21:00 to 22:30 (condition), send three text messages to remind the user to turn it off before going to sleep.;student2019-8;6;If the bathroom light is not turned off;bathroomlight-state;
413;160;environment/dateTime/@localTime;datetime;localtime;condition;between;rule;21:00-22:30;If the bathroom light is not turned off in the time interval from 21:00 to 22:30 (condition), send three text messages to remind the user to turn it off before going to sleep.;student2019-8;6; in the time interval from 21:00 to 22:30 (condition);datetime-localtime;
